,restaurant_name,city,cuisines,swiggy_rating,swiggy_total_reviews,zomato_rating,zomato_total_reviews,avg_cost_per_person_inr,price_category,swiggy_delivery_fee_inr,zomato_delivery_fee_inr,swiggy_avg_delivery_time_minutes,zomato_avg_delivery_time_minutes,swiggy_estimated_monthly_orders,zomato_estimated_monthly_orders,swiggy_estimated_monthly_revenue_inr,zomato_estimated_monthly_revenue_inr,repeat_customer_pct,platform_performance_better
185,The Vietnamese Republic,Hyderabad,Vietnamese,4.5,3063,4,620,238,Budget,35,32,24,20,406,262,96628,62356,56,Swiggy Better
186,Golden Grill,Delhi,Desserts; Street Food,4.6,766,4.5,1390,677,Mid-Range,36,33,22,24,309,311,209193,210547,66,Balanced
187,Sunrise Thai Corner,Mumbai,Thai; Continental,4.6,686,4.1,1270,523,Mid-Range,27,24,19,19,201,232,105123,121336,59,Zomato Better
188,Ember Vegan Spot,Chennai,Vegan,3.8,635,4.1,1837,239,Budget,39,43,31,22,256,302,61184,72178,33,Zomato Better
189,The Cafe Point,Bangalore,Cafe,4.1,514,4,406,162,Budget,29,33,21,27,206,198,33372,32076,46,Balanced
190,The Continental Express,Jaipur,Continental,4.4,554,4.2,2093,465,Mid-Range,43,48,27,33,255,269,118575,125085,57,Zomato Better
191,Copper Fast Bowl,Bangalore,Fast Food,4.2,1676,4.4,511,252,Budget,23,22,24,19,258,254,65016,64008,59,Zomato Better
192,Cinnamon Kitchen,Mumbai,Desserts,5,2116,5,2722,422,Mid-Range,43,34,25,18,276,315,116472,132930,74,Zomato Better
193,Coastal Table,Kolkata,North Indian,4.8,3188,4.9,1985,300,Mid-Range,93,92,47,47,376,326,112800,97800,57,Swiggy Better
194,Bistro Republic,Mumbai,Mediterranean,3.9,2672,4.1,803,201,Budget,60,60,35,36,378,344,75978,69144,50,Swiggy Better
195,The Mediterranean Republic,Mumbai,Mediterranean,4.5,1229,4.6,1203,871,Premium,29,30,26,21,141,195,122811,169845,66,Zomato Better
196,Sultan Diner,Pune,Japanese,4.3,2249,4.2,702,377,Mid-Range,34,36,24,22,284,345,107068,130065,47,Zomato Better
197,The Desserts Cellar (2),Ahmedabad,Desserts; Vegan,4.2,1375,4.4,1604,568,Mid-Range,38,30,26,26,211,189,119848,107352,48,Swiggy Better
198,Terrace Chinese Point,Bangalore,Chinese; Seafood,4.2,452,4.4,541,1775,Luxury,68,71,37,39,119,198,211225,351450,48,Zomato Better
199,The Italian Spot,Bangalore,Italian,4.5,1306,4.3,733,586,Mid-Range,29,47,23,29,415,220,243190,128920,61,Swiggy Better
200,The North Junction,Kolkata,North Indian,5,1404,4.6,1687,177,Budget,41,31,25,22,305,263,53985,46551,78,Swiggy Better
201,Twist Japanese Darbar,Lucknow,Japanese; Mughlai,4.2,660,4.3,776,353,Mid-Range,21,32,18,22,271,228,95663,80484,55,Swiggy Better
202,Green Vegan Junction,Pune,Vegan; South Indian,4,1064,3.7,519,789,Premium,29,32,23,21,125,254,98625,200406,35,Zomato Better
203,Bistro Junction (2),Mumbai,Korean,3.9,832,4,2321,303,Mid-Range,34,34,24,20,269,472,81507,143016,46,Zomato Better
204,Royal Desserts Bhavan,Mumbai,Desserts,4.5,810,4.5,2676,628,Mid-Range,45,48,31,23,327,320,205356,200960,64,Swiggy Better
205,The Desserts Table,Bangalore,Desserts; Continental,3.9,821,3.7,2551,530,Mid-Range,35,36,20,19,304,303,161120,160590,46,Swiggy Better
206,The Fast Express,Mumbai,Fast Food; North Indian,4.6,1010,4.7,2357,630,Mid-Range,31,32,25,25,282,338,177660,212940,54,Zomato Better
207,The North Grill (3),Hyderabad,North Indian; Korean,4.5,808,4.4,831,767,Premium,22,31,21,13,387,228,296829,174876,43,Swiggy Better
208,Bombay Diner,Mumbai,Japanese,4.5,1665,4.5,641,375,Mid-Range,58,54,33,28,299,232,112125,87000,58,Swiggy Better
209,Delhi Kitchen,Pune,Mediterranean; Pan-Asian,4.6,2534,4.8,2026,321,Mid-Range,60,65,39,35,305,258,97905,82818,66,Swiggy Better
210,The Bakery Kitchen Co.,Hyderabad,Bakery; Fast Food,4.7,1640,4.6,2014,1012,Premium,63,54,32,35,197,230,199364,232760,59,Zomato Better
211,Bamboo Spot,Pune,Japanese; Chinese,4.9,1584,4.6,837,185,Budget,39,33,26,25,262,194,48470,35890,64,Swiggy Better
212,Bombay South Hub,Bangalore,South Indian,4.8,2813,4.8,681,501,Mid-Range,52,57,30,33,441,151,220941,75651,59,Swiggy Better
213,Saffron Spot,Kolkata,Japanese,4.6,1274,4.6,1994,387,Mid-Range,56,54,38,30,468,323,181116,125001,66,Swiggy Better
214,The Lebanese Darbar,Chennai,Lebanese,4.9,3131,4.8,2304,631,Mid-Range,48,44,27,32,407,313,256817,197503,60,Swiggy Better
215,Barrel Multi-Cuisine Express,Chennai,Multi-Cuisine,4.9,2356,5,3348,704,Premium,31,33,28,26,308,487,216832,342848,69,Zomato Better
216,Roots Darbar,Mumbai,Chinese,4.6,2057,4.9,2637,438,Mid-Range,51,44,27,33,335,442,146730,193596,60,Zomato Better
217,Terrace Kitchen,Mumbai,Street Food; Continental,4.2,836,4.4,3075,414,Mid-Range,27,25,23,22,324,556,134136,230184,52,Zomato Better
218,The Desserts Darbar,Jaipur,Desserts,4,328,4.3,2774,539,Mid-Range,57,53,36,36,154,372,83006,200508,39,Zomato Better
219,Curry Foods,Delhi,Biryani,4.2,771,4.2,1165,222,Budget,25,32,21,19,164,223,36408,49506,58,Zomato Better
220,The Desserts Spot,Bangalore,Desserts; Korean,4,2089,4.2,667,513,Mid-Range,42,29,26,22,251,302,128763,154926,59,Zomato Better
221,Basil Express,Delhi,Italian; Street Food,4.1,1203,4.3,2889,225,Budget,39,34,23,25,204,331,45900,74475,43,Zomato Better
222,The Desserts Cellar (3),Hyderabad,Desserts; Vietnamese,3.6,1984,3.4,1735,712,Premium,37,32,20,23,244,311,173728,221432,30,Zomato Better
223,The Street Deck (2),Jaipur,Street Food,4.8,1588,4.8,614,426,Mid-Range,56,56,33,37,246,240,104796,102240,49,Swiggy Better
224,The Continental Tadka (2),Bangalore,Continental,4.1,1390,4.2,2058,613,Mid-Range,22,35,25,25,231,317,141603,194321,52,Zomato Better
225,The Chinese Grill,Jaipur,Chinese,4.1,472,4.3,1040,438,Mid-Range,25,29,20,19,160,119,70080,52122,39,Swiggy Better
226,Saffron Japanese Darbar,Mumbai,Japanese,4.5,1381,4.6,2537,388,Mid-Range,39,41,25,27,471,289,182748,112132,61,Swiggy Better
227,Roots Multi-Cuisine Eatery,Pune,Multi-Cuisine,4.7,2420,4.7,1738,551,Mid-Range,22,24,21,22,269,305,148219,168055,63,Zomato Better
228,Zaffran Corner (2),Hyderabad,Fast Food; Biryani,4.6,2911,4.3,777,162,Budget,30,36,21,21,478,259,77436,41958,51,Swiggy Better
229,The North Foods,Mumbai,North Indian; Italian,4.5,845,4.2,924,566,Mid-Range,78,66,39,36,340,322,192440,182252,62,Swiggy Better
230,Heritage Darbar,Mumbai,Cafe; Vietnamese,4.2,3673,4.4,521,776,Premium,56,53,33,37,428,205,332128,159080,54,Swiggy Better
231,Saffron Continental Junction,Delhi,Continental,4.3,1121,4.5,1033,491,Mid-Range,76,73,39,45,280,339,137480,166449,49,Zomato Better
232,The Thai Room,Lucknow,Thai; Italian,4.2,1181,4.1,1484,209,Budget,39,43,21,22,317,185,66253,38665,53,Swiggy Better
233,Green Room,Pune,Pan-Asian,4.8,1882,4.8,980,256,Budget,60,54,34,30,271,276,69376,70656,71,Zomato Better
234,Roots Deck,Jaipur,Korean; Cafe,4.5,1074,4.4,2565,347,Mid-Range,59,58,33,35,179,338,62113,117286,43,Zomato Better
235,Tandoor Republic,Kolkata,Chinese,4.2,839,4.3,750,577,Mid-Range,32,25,19,24,205,208,118285,120016,47,Balanced
236,The Japanese Diner,Delhi,Japanese,4.5,1388,4.7,3339,313,Mid-Range,27,29,24,25,349,446,109237,139598,52,Zomato Better
237,Silk Lebanese Deck,Kolkata,Lebanese; Street Food,4.4,1113,4.7,3543,514,Mid-Range,42,38,25,22,263,468,135182,240552,57,Zomato Better
238,Lotus Deck,Mumbai,Pan-Asian,4.2,2004,4.3,3435,472,Mid-Range,94,90,45,48,590,508,278480,239776,58,Swiggy Better
239,Silk Eatery,Mumbai,Chinese; Thai,4.6,1433,4.7,480,432,Mid-Range,62,67,35,31,327,204,141264,88128,52,Swiggy Better
240,The Mexican Point,Kolkata,Mexican; Fast Food,4.2,504,4.1,1823,291,Budget,29,32,20,27,226,256,65766,74496,53,Zomato Better
241,Barrel Mughlai Bar & Grill,Kolkata,Mughlai,4.5,1836,4.4,2513,298,Budget,75,80,44,36,352,288,104896,85824,58,Swiggy Better
242,Terrace Eatery,Bangalore,Italian; Seafood,4.3,886,4,2126,178,Budget,39,32,23,24,288,305,51264,54290,54,Balanced
243,Bamboo South Bowl,Pune,South Indian,4.4,534,4.2,1256,477,Mid-Range,52,51,33,29,199,238,94923,113526,55,Zomato Better
244,Lotus Mexican Diner,Hyderabad,Mexican; Biryani,3.9,719,3.5,544,431,Mid-Range,32,32,29,29,184,239,79304,103009,28,Zomato Better
245,Nawab Diner,Ahmedabad,Vegan,4.5,853,4.8,1069,530,Mid-Range,16,24,20,23,162,209,85860,110770,64,Zomato Better
246,The Seafood Eatery,Hyderabad,Seafood,4.8,1576,4.6,1684,181,Budget,82,73,34,37,270,276,48870,49956,60,Zomato Better
247,The Bakery Eatery,Delhi,Bakery; Continental,4.8,1816,4.6,2000,296,Budget,65,57,36,33,235,286,69560,84656,63,Zomato Better
248,Bistro Multi-Cuisine Tadka,Delhi,Multi-Cuisine; Vietnamese,3.9,879,3.8,1484,564,Mid-Range,32,34,19,26,302,230,170328,129720,43,Swiggy Better
249,The Seafood Eatery (2),Delhi,Seafood; Multi-Cuisine,3.9,2229,3.8,1094,281,Budget,45,52,29,30,297,203,83457,57043,46,Swiggy Better
250,The Mughlai Junction,Hyderabad,Mughlai; Continental,4.6,903,4.8,1251,815,Premium,35,32,25,21,325,263,264875,214345,59,Swiggy Better
251,Barrel Multi-Cuisine Bites,Ahmedabad,Multi-Cuisine; Japanese,4.4,1340,4.4,1007,253,Budget,28,34,21,27,246,226,62238,57178,57,Balanced
252,Copper Bites,Delhi,Thai,4,1213,3.9,1246,219,Budget,58,61,38,33,183,180,40077,39420,49,Zomato Better
253,Cinnamon Bites,Bangalore,Cafe; Continental,4.6,1753,4.7,3772,268,Budget,57,49,38,35,359,515,96212,138020,60,Zomato Better
254,The Vietnamese Republic (2),Bangalore,Vietnamese; Lebanese,3.5,2446,3.6,2336,583,Mid-Range,83,82,46,46,281,264,163823,153912,36,Balanced
255,The Continental Kitchen,Chennai,Continental,4.5,1073,4.3,1333,496,Mid-Range,61,54,26,26,471,288,233616,142848,64,Swiggy Better
256,Green Hub,Kolkata,Vietnamese,4.6,1698,4.5,2183,129,Budget,55,50,28,35,210,256,27090,33024,54,Zomato Better
257,The Mediterranean House,Mumbai,Mediterranean; Lebanese,4.2,702,4.3,1140,636,Mid-Range,57,55,28,38,233,220,148188,139920,54,Swiggy Better
258,Bamboo Hub,Mumbai,Mexican,4.6,995,4.5,885,155,Budget,43,55,30,35,235,286,36425,44330,63,Zomato Better
259,The Biryani Republic,Pune,Biryani; Italian,4.4,1662,4.3,2184,461,Mid-Range,54,52,32,33,198,246,91278,113406,65,Zomato Better
260,The Continental Deck (2),Mumbai,Continental,4.3,1961,4.4,777,490,Mid-Range,53,53,33,40,272,247,133280,121030,57,Swiggy Better
261,The Pan-Asian Kitchen Co.,Kolkata,Pan-Asian,4.2,835,4.5,2017,500,Mid-Range,54,55,27,32,293,296,146500,148000,49,Swiggy Better
262,Basil Tadka,Bangalore,Japanese,3.8,2430,3.8,696,300,Mid-Range,33,45,23,23,411,172,123300,51600,40,Swiggy Better
263,Sultan Street Junction,Mumbai,Street Food,4.8,3539,4.6,3316,300,Mid-Range,26,23,18,17,411,399,123300,119700,58,Balanced
264,The Cafe Deck,Jaipur,Cafe; Japanese,4.7,1854,4.8,1655,192,Budget,39,39,26,24,405,254,77760,48768,65,Swiggy Better
265,Ember Mexican House,Mumbai,Mexican,3.4,1955,3.3,367,365,Mid-Range,29,37,23,24,249,143,90885,52195,33,Swiggy Better
266,Roots Fast Cafe,Bangalore,Fast Food,3.2,406,3.2,1047,295,Budget,66,70,35,39,164,277,48380,81715,25,Zomato Better
267,The Japanese Cellar,Mumbai,Japanese,4.3,2326,4.4,1963,781,Premium,75,70,36,39,294,367,229614,286627,55,Zomato Better
268,Sultan Multi-Cuisine Corner,Mumbai,Multi-Cuisine,4.8,2021,4.5,1581,186,Budget,29,26,19,21,266,238,49476,44268,73,Swiggy Better
269,Basil Multi-Cuisine Bites,Mumbai,Multi-Cuisine,4.7,1497,4.8,1247,577,Mid-Range,33,32,22,23,422,274,243494,158098,64,Swiggy Better
270,Coastal Bakery Cellar,Mumbai,Bakery; Vietnamese,4.5,1544,4.5,1058,1283,Premium,39,38,26,25,248,127,318184,162941,59,Swiggy Better
271,Terrace Lebanese Spot,Mumbai,Lebanese,4.4,1327,4.9,1686,394,Mid-Range,28,29,27,23,211,309,83134,121746,60,Zomato Better
272,Twist Table,Mumbai,Pan-Asian; Lebanese,4.4,1894,4.5,2532,203,Budget,57,49,29,28,316,325,64148,65975,51,Balanced
273,The Vegan Tadka,Pune,Vegan; Italian,4.7,1119,4.6,1485,189,Budget,31,18,17,24,244,202,46116,38178,61,Swiggy Better
274,Harvest Bar & Grill,Hyderabad,Thai,3.9,2433,4.4,911,665,Mid-Range,51,41,36,27,280,332,186200,220780,44,Zomato Better
275,The Vietnamese Cellar (2),Delhi,Vietnamese,4.3,1295,4.7,1955,503,Mid-Range,55,51,32,34,243,311,122229,156433,60,Zomato Better
276,Bistro Street Cafe,Bangalore,Street Food,4.4,922,4.8,1570,1531,Luxury,53,52,33,35,231,192,353661,293952,60,Swiggy Better
277,Sultan South Grill,Pune,South Indian,4.1,1566,4.2,801,528,Mid-Range,53,50,28,32,180,178,95040,93984,47,Swiggy Better
278,Green Biryani Bites,Ahmedabad,Biryani; Italian,3.9,2157,4,1008,277,Budget,36,34,23,22,339,146,93903,40442,51,Swiggy Better
279,Roots Grill (2),Ahmedabad,Italian; Multi-Cuisine,4.6,1086,4.6,1064,899,Premium,67,64,36,45,166,131,149234,117769,58,Swiggy Better
280,Harvest Pan-Asian Kitchen Co.,Mumbai,Pan-Asian,4.5,1455,4.6,284,3019,Luxury,67,63,39,39,227,104,685313,313976,59,Swiggy Better
281,Barrel Bhavan,Bangalore,Multi-Cuisine; Mediterranean,4.5,1848,4.4,3618,594,Mid-Range,36,39,23,26,252,464,149688,275616,58,Zomato Better
282,The Pan-Asian Corner,Bangalore,Pan-Asian,3.7,2435,4,1001,990,Premium,67,51,27,34,328,250,324720,247500,50,Swiggy Better
283,Basil Vegan Eatery,Bangalore,Vegan,4.7,1049,4.8,1103,1757,Luxury,32,34,23,25,183,254,321531,446278,65,Zomato Better
284,The Mediterranean Cellar,Pune,Mediterranean,4.9,1341,4.9,1740,345,Mid-Range,58,51,35,29,192,263,66240,90735,60,Zomato Better
285,Twist Hub,Delhi,Italian; Pan-Asian,4.5,609,4.3,349,577,Mid-Range,23,29,17,24,222,173,128094,99821,53,Swiggy Better
286,Terrace Republic,Mumbai,Vegan,4,1748,4.1,1739,527,Mid-Range,62,59,35,30,266,221,140182,116467,46,Swiggy Better
287,Basil Vietnamese Grill,Delhi,Vietnamese,4.4,1521,4.1,2954,567,Mid-Range,32,37,22,23,366,399,207522,226233,61,Balanced
288,The Lebanese Hub,Pune,Lebanese,3.4,1049,3.6,960,817,Premium,39,29,23,24,237,202,193629,165034,34,Swiggy Better
289,The Thai Diner,Mumbai,Thai; Japanese,4.5,2186,4.5,2230,382,Mid-Range,32,28,22,17,298,284,113836,108488,56,Swiggy Better
290,Bamboo Hub (2),Kolkata,Pan-Asian; Thai,4.6,893,4.6,1720,226,Budget,43,43,29,28,284,242,64184,54692,52,Swiggy Better
291,Lotus Darbar,Mumbai,South Indian,3.8,1418,3.8,2085,336,Mid-Range,27,33,15,18,310,298,104160,100128,48,Swiggy Better
292,The Seafood Point,Jaipur,Seafood,5,748,5,837,1203,Premium,53,46,30,33,150,171,180450,205713,65,Zomato Better
293,Heritage House,Mumbai,Thai,4.7,852,4.6,701,484,Mid-Range,41,39,34,25,321,231,155364,111804,64,Swiggy Better
294,Saffron North Deck,Kolkata,North Indian; Continental,4.6,1799,4.6,3203,305,Mid-Range,54,46,25,29,337,374,102785,114070,49,Zomato Better
295,The South Diner,Ahmedabad,South Indian,4.6,967,4.7,984,778,Premium,18,22,16,26,225,182,175050,141596,63,Swiggy Better
296,Sultan Bar & Grill,Lucknow,Biryani; Lebanese,4.9,1577,5,1034,277,Budget,40,40,30,33,260,308,72020,85316,60,Zomato Better
297,The Italian Bowl,Kolkata,Italian,3.6,1632,3.4,1709,812,Premium,31,35,27,19,209,240,169708,194880,32,Balanced
298,The Lebanese Bar & Grill,Kolkata,Lebanese; South Indian,4.3,1337,4.1,2756,402,Mid-Range,32,27,23,23,338,339,135876,136278,54,Balanced
299,Royal Corner,Hyderabad,Desserts; Lebanese,4.3,2372,4.5,1954,566,Mid-Range,28,24,15,23,304,229,172064,129614,58,Swiggy Better
300,Heritage Eatery,Kolkata,South Indian,3.9,3468,4.1,3032,223,Budget,51,50,35,35,446,360,99458,80280,39,Swiggy Better
301,Basil Fast Corner,Mumbai,Fast Food,3.8,1907,4.2,860,643,Mid-Range,28,26,21,21,214,291,137602,187113,41,Zomato Better
302,The Cafe Eatery,Pune,Cafe,4.1,921,4.2,330,502,Mid-Range,49,54,27,29,130,165,65260,82830,57,Zomato Better
303,The South Republic,Pune,South Indian,5,589,5,531,1218,Premium,28,26,17,18,178,171,216804,208278,69,Zomato Better
304,Twist Mughlai Kitchen Co.,Ahmedabad,Mughlai,4.4,966,4,1377,146,Budget,22,31,22,22,162,163,23652,23798,55,Zomato Better
305,Nawab Continental Bar & Grill,Delhi,Continental; Multi-Cuisine,4.8,2606,4.9,2911,446,Mid-Range,41,36,24,28,380,341,169480,152086,70,Swiggy Better
306,Terrace Darbar,Delhi,Continental; Vegan,4.1,1056,3.8,1737,418,Mid-Range,45,46,25,29,318,266,132924,111188,56,Swiggy Better
307,Tandoor North Eatery,Hyderabad,North Indian; South Indian,4.1,1656,4.3,2855,440,Mid-Range,30,37,25,23,285,370,125400,162800,41,Zomato Better
308,Urban Republic,Bangalore,Seafood; Vietnamese,4.5,1212,4.5,1588,512,Mid-Range,53,49,31,33,273,230,139776,117760,55,Swiggy Better
309,Copper Eatery,Mumbai,Continental; Pan-Asian,4.2,787,4.6,2213,260,Budget,64,67,35,36,293,475,76180,123500,55,Zomato Better
310,Sunrise Mediterranean Junction,Delhi,Mediterranean,4.2,2285,4.3,1132,258,Budget,54,47,33,33,303,323,78174,83334,56,Zomato Better
311,Saffron House,Delhi,Vietnamese,4.4,3110,4.4,804,771,Premium,46,46,32,26,369,398,284499,306858,47,Zomato Better
312,The Vegan Hub,Bangalore,Vegan,4.3,1123,4.4,880,348,Mid-Range,66,62,35,33,224,257,77952,89436,58,Zomato Better
313,The Italian Bowl (2),Delhi,Italian; Korean,4.3,1308,4,1413,461,Mid-Range,41,42,24,30,210,247,96810,113867,51,Zomato Better
314,Sunrise Multi-Cuisine Tadka,Delhi,Multi-Cuisine,4.7,1184,4.6,2136,651,Mid-Range,27,36,24,20,295,246,192045,160146,64,Swiggy Better
315,The Thai Spot,Bangalore,Thai,4.7,2053,4.4,1707,274,Budget,54,48,31,37,248,266,67952,72884,62,Zomato Better
316,Terrace Eatery (2),Delhi,Pan-Asian,4.9,1764,4.8,2319,216,Budget,59,59,34,37,293,382,63288,82512,61,Zomato Better
317,The Desserts Corner,Hyderabad,Desserts,4.3,2042,4.3,789,430,Mid-Range,26,27,19,19,380,234,163400,100620,43,Swiggy Better
318,The Japanese Deck,Bangalore,Japanese; Lebanese,4.3,2817,4.2,1929,467,Mid-Range,33,38,29,23,336,263,156912,122821,57,Swiggy Better
319,Zaffran Bakery Diner,Jaipur,Bakery; North Indian,3.9,368,3.8,345,1437,Luxury,28,33,25,21,116,106,166692,152322,41,Swiggy Better
320,Terrace Foods,Jaipur,Continental,4.2,733,4.3,767,426,Mid-Range,47,36,26,29,170,130,72420,55380,52,Swiggy Better
321,Zaffran Bar & Grill,Delhi,Vegan; Chinese,4.9,2624,4.8,2232,315,Mid-Range,39,40,21,29,633,270,199395,85050,67,Swiggy Better
322,Coastal Mughlai Foods,Bangalore,Mughlai; Desserts,4.8,2443,4.6,1699,473,Mid-Range,18,37,24,25,285,190,134805,89870,66,Swiggy Better
323,The Pan-Asian Hub,Pune,Pan-Asian; Italian,4.6,1033,4.4,1774,220,Budget,35,38,26,32,213,257,46860,56540,61,Zomato Better
324,Royal Deck,Ahmedabad,Korean; Mexican,4.8,3798,4.7,890,276,Budget,46,50,24,29,450,342,124200,94392,66,Swiggy Better
325,Silk Bites,Hyderabad,Mughlai; Biryani,4.3,3271,3.8,1226,563,Mid-Range,48,55,29,30,365,256,205495,144128,47,Swiggy Better
326,Silk Desserts Bites,Kolkata,Desserts; Japanese,4.5,2440,4.6,1769,550,Mid-Range,88,76,39,43,331,348,182050,191400,67,Zomato Better
327,Basil Lebanese Bites,Pune,Lebanese,4.2,649,4.4,1676,502,Mid-Range,36,30,27,25,228,199,114456,99898,60,Swiggy Better
328,The Street Hub (2),Hyderabad,Street Food,3.9,881,3.8,574,181,Budget,45,43,23,25,233,162,42173,29322,43,Swiggy Better
329,Twist North Tadka,Bangalore,North Indian,4.7,799,4.6,915,1602,Luxury,40,40,30,29,147,190,235494,304380,64,Zomato Better
330,Bamboo House (2),Chennai,Desserts,4.3,1166,4.3,1842,525,Mid-Range,100,96,52,48,305,264,160125,138600,48,Swiggy Better
331,Curry Corner,Bangalore,South Indian; Chinese,4.1,1401,4.3,555,297,Budget,39,31,22,24,328,201,97416,59697,48,Swiggy Better
332,Delhi Express,Hyderabad,Seafood; Bakery,4.6,1055,4.6,1229,514,Mid-Range,40,38,25,24,223,316,114622,162424,52,Zomato Better
333,Delhi Italian Kitchen,Ahmedabad,Italian,3.9,1404,4.2,1186,472,Mid-Range,41,36,25,21,205,381,96760,179832,54,Zomato Better
334,The Cafe Grill (2),Mumbai,Cafe,4.8,956,5,2436,504,Mid-Range,25,29,19,23,305,303,153720,152712,61,Zomato Better
335,Basil Deck,Hyderabad,Continental,4.4,2433,4.4,780,454,Mid-Range,48,47,33,26,439,336,199306,152544,54,Swiggy Better
336,The Desserts Junction,Mumbai,Desserts; Chinese,4.3,1792,4.1,1398,183,Budget,46,39,27,29,274,166,50142,30378,38,Swiggy Better
337,The Cafe Eatery (2),Chennai,Cafe; Mughlai,5,1750,5,2264,547,Mid-Range,36,37,23,19,217,285,118699,155895,69,Zomato Better
338,Urban Cafe Bites,Mumbai,Cafe; Vegan,3.9,1619,3.7,1448,803,Premium,51,45,28,37,191,250,153373,200750,31,Zomato Better
339,Terrace Japanese Point,Jaipur,Japanese; Vegan,4.9,1199,4.6,1235,197,Budget,49,48,24,35,172,171,33884,33687,62,Balanced
340,Green Tadka,Mumbai,Pan-Asian,4.4,1068,4.4,882,390,Mid-Range,34,31,23,17,229,242,89310,94380,56,Zomato Better
341,The North Kitchen Co.,Jaipur,North Indian; South Indian,4.9,1085,4.9,1102,385,Mid-Range,49,49,35,29,347,209,133595,80465,60,Swiggy Better
342,The Fast Diner,Kolkata,Fast Food,3.9,1826,4,1889,327,Mid-Range,26,27,21,16,334,319,109218,104313,39,Swiggy Better
343,Urban Desserts Republic,Pune,Desserts,4.9,1385,4.7,1990,944,Premium,42,36,24,24,203,237,191632,223728,66,Zomato Better
344,Golden House,Kolkata,Multi-Cuisine,3.8,1633,3.8,4648,423,Mid-Range,35,32,22,24,226,668,95598,282564,47,Zomato Better
345,The Vegan House,Kolkata,Vegan,3.3,1961,3.5,1010,1508,Luxury,73,68,40,35,220,149,331760,224692,24,Swiggy Better
346,Sultan Cellar,Jaipur,Italian,4.4,1494,4,1848,436,Mid-Range,58,55,37,38,171,254,74556,110744,57,Zomato Better
347,The Biryani Kitchen,Bangalore,Biryani,4.2,382,4.2,962,421,Mid-Range,74,77,38,39,142,289,59782,121669,47,Zomato Better
348,Roots Eatery,Pune,Desserts; Vietnamese,4.3,1252,4.3,598,457,Mid-Range,35,29,24,24,164,202,74948,92314,62,Zomato Better
349,Bamboo Vietnamese Table,Mumbai,Vietnamese,4.4,831,4.3,1285,386,Mid-Range,28,35,17,20,257,240,99202,92640,48,Swiggy Better
350,The South Foods,Hyderabad,South Indian; Fast Food,3.6,2377,3.4,2761,200,Budget,43,49,23,22,351,404,70200,80800,46,Zomato Better
351,Coastal Chinese Kitchen Co.,Mumbai,Chinese,4.7,1698,4.8,1628,547,Mid-Range,35,52,26,26,283,278,154801,152066,62,Swiggy Better
352,Cinnamon Thai Bar & Grill,Pune,Thai,4.1,1385,4.5,1449,440,Mid-Range,35,24,21,24,175,162,77000,71280,50,Swiggy Better
353,Bombay Foods,Pune,Pan-Asian; Fast Food,4.7,1681,4.5,723,1024,Premium,60,64,31,36,272,260,278528,266240,74,Zomato Better
354,Lotus Hub,Delhi,Continental; Cafe,4.1,1456,4.1,1442,619,Mid-Range,71,59,35,32,191,298,118229,184462,48,Zomato Better
355,Basil Vietnamese Cafe,Pune,Vietnamese; Thai,4,1674,3.9,609,186,Budget,53,60,31,35,217,133,40362,24738,44,Swiggy Better
356,Copper Darbar,Chennai,North Indian; Mediterranean,4.5,1636,4.4,2345,182,Budget,23,25,21,20,326,433,59332,78806,51,Zomato Better
357,Nawab South Junction,Kolkata,South Indian; Multi-Cuisine,4.1,820,4.2,1574,364,Mid-Range,45,54,29,30,351,354,127764,128856,41,Balanced
358,Lotus Seafood Grill,Delhi,Seafood,4.3,3076,4.4,2165,200,Budget,36,39,28,28,375,470,75000,94000,56,Zomato Better
